split,class_name,label,image_name,image_path,left_knee_angle,right_knee_angle,avg_knee_angle,left_hip_angle,right_hip_angle,avg_hip_angle,left_torso_lean,right_torso_lean,avg_torso_lean,depth_proxy,avg_heel_foot_dist,knee_angle_diff,hip_angle_diff
train,Bad Back,0,Bad Back (108).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (108).jpg,76.40366592183538,73.6126900864445,75.00817800413995,53.9358746836,53.28294972014099,53.6094122018705,40.89119090545271,41.843376166592876,41.367283536022796,0.01426929235458374,0.095741406083107,2.7909758353908813,0.6529249634590073
train,Bad Back,0,Bad Back (109).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (109).jpg,74.2238333422967,72.34321895891006,73.28352615060338,50.83765466610229,50.83197448924939,50.83481457767584,40.84950625126408,42.24143294328531,41.545469597274696,0.006787776947021484,0.09493099898099899,1.8806143833866429,0.005680176852898455
train,Bad Back,0,Bad Back (11).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (11).jpg,93.84079645699711,97.74219876621055,95.79149761160383,56.00891006986205,58.48800025570446,57.24845516278326,59.363524242801255,58.287327283695966,58.82542576324861,0.09164661169052124,0.11047680303454399,3.901402309213438,2.4790901858424164
train,Bad Back,0,Bad Back (110).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (110).jpg,74.23641388328036,71.3517888480269,72.79410136565363,49.8786374218702,47.110595456299855,48.49461643908503,44.220712546802474,46.110918958542015,45.165815752672245,0.010742485523223877,0.09463689476251602,2.884625035253464,2.7680419655703474
train,Bad Back,0,Bad Back (111).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (111).jpg,73.32608884445182,69.74005383115244,71.53307133780213,47.30208854394971,45.20111109633259,46.25159982014115,44.25652398391343,45.77305734435276,45.014790664133095,0.003690958023071289,0.09226785972714424,3.58603501329938,2.100977447617119
train,Bad Back,0,Bad Back (112).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (112).jpg,72.65605252380672,69.97448796613178,71.31527024496924,47.32693546717593,45.65795515238869,46.49244530978231,45.163974268131845,46.276385102564575,45.720179685348214,0.006571531295776367,0.09851137176156044,2.681564557674946,1.668980314787241
train,Bad Back,0,Bad Back (113).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (113).jpg,73.12868605038958,70.79065684124068,71.95967144581513,45.74244230838437,44.78659488789703,45.2645185981407,46.50103308385087,47.25527654845519,46.87815481615303,0.006210625171661377,0.09718237444758415,2.3380292091488997,0.9558474204873377
train,Bad Back,0,Bad Back (114).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (114).jpg,73.14632418142624,71.26467611731599,72.20550014937112,46.4105596017621,46.3026040738984,46.35658183783025,46.48192749119954,46.53602217127365,46.5089748312366,0.008302509784698486,0.09642751142382622,1.8816480641102515,0.10795552786370166
train,Bad Back,0,Bad Back (115).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (115).jpg,72.28956458398766,69.82161415809807,71.05558937104286,46.34482284496755,45.372609483987446,45.8587161644775,45.90660697364579,45.7053611789729,45.80598407630934,0.004780590534210205,0.09601078182458878,2.4679504258895832,0.9722133609801062
train,Bad Back,0,Bad Back (116).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (116).jpg,74.3413314912485,72.40688610800764,73.37410879962806,49.71594503379135,48.00208302971949,48.85901403175542,44.63859623574848,45.735344909715174,45.18697057273182,0.01177072525024414,0.09898418560624123,1.9344453832408561,1.7138620040718564
train,Bad Back,0,Bad Back (117).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (117).jpg,77.13197509351414,76.15713191631296,76.64455350491355,54.03158306757018,53.090329380280636,53.56095622392541,42.72943209015407,43.931655723730245,43.330543906942154,0.01983940601348877,0.09468387439846992,0.9748431772011799,0.9412536872895458
train,Bad Back,0,Bad Back (118).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (118).jpg,80.47192257068332,77.05280446380635,78.76236351724484,55.32285305457957,53.03635847265434,54.179605763616955,43.908795878299294,45.72120635723403,44.81500111776666,0.026003241539001465,0.09537374600768089,3.419118106876965,2.2864945819252256
train,Bad Back,0,Bad Back (119).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (119).jpg,82.41231587076696,78.56798368807269,80.49014977941982,59.16923556284588,56.28994046176047,57.729588012303175,43.123684349941584,44.4257496199819,43.77471698496174,0.03399080038070679,0.09645368903875351,3.8443321826942736,2.879295101085404
train,Bad Back,0,Bad Back (12).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (12).jpg,94.55260304947738,99.29154008586293,96.92207156767016,54.8724771030043,58.34036741860192,56.606422260803114,59.45466784172523,57.39515085964986,58.42490935068754,0.08763253688812256,0.11046427860856056,4.7389370363855505,3.4678903155976215
train,Bad Back,0,Bad Back (120).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (120).jpg,87.24225804281805,84.58052830432386,85.91139317357096,64.53351889996759,62.03831037857114,63.285914639269365,40.611830511308845,43.08387968107515,41.847855096192,0.044328153133392334,0.0905793085694313,2.661729738494188,2.4952085213964494
train,Bad Back,0,Bad Back (121).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (121).jpg,94.87300911444025,88.91530239405063,91.89415575424545,72.20058647439886,68.65147019814859,70.42602833627373,39.604830380000415,42.02067204879797,40.81275121439919,0.060958147048950195,0.09142175689339638,5.9577067203896235,3.549116276250274
train,Bad Back,0,Bad Back (122).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (122).jpg,96.08485001422538,90.89904495615495,93.49194748519017,65.71526823232169,61.74452639737522,63.72989731484846,47.54093713960407,49.825353989970324,48.683145564787196,0.06267672777175903,0.08764349669218063,5.185805058070429,3.970741834946473
train,Bad Back,0,Bad Back (123).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (123).jpg,91.00567629829645,87.62601124527595,89.3158437717862,63.399597399228384,59.51842134288291,61.45900937105564,48.11976706538312,50.64332019870362,49.381543632043375,0.059046268463134766,0.09069997444748878,3.379665053020503,3.881176056345474
train,Bad Back,0,Bad Back (124).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (124).jpg,89.96440537531898,85.53785406672074,87.75112972101985,59.4036575004028,56.54511448698084,57.974385993691826,49.022250427076045,50.87486715430499,49.94855879069051,0.050328850746154785,0.08761529996991158,4.426551308598235,2.858543013421958
train,Bad Back,0,Bad Back (125).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (125).jpg,88.6054423329873,82.62292574732908,85.6141840401582,55.304598987000816,53.83658448278856,54.57059173489469,51.28393830791966,51.8647737833205,51.57435604562008,0.04574120044708252,0.0837198980152607,5.982516585658217,1.468014504212256
train,Bad Back,0,Bad Back (126).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (126).jpg,86.05348414727065,81.31833083659065,83.68590749193065,53.670882186697824,50.99984831001331,52.33536524835557,51.48022974409659,52.6491137943804,52.064671769238494,0.04053366184234619,0.08543603867292404,4.735153310680005,2.671033876684511
train,Bad Back,0,Bad Back (127).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (127).jpg,78.67917525340286,77.64349844805729,78.16133685073007,47.926882041356116,47.00576758396504,47.466324812660574,51.59376135148588,53.30363932919196,52.44870034033892,0.02857673168182373,0.08473917096853256,1.0356768053455738,0.9211144573910772
train,Bad Back,0,Bad Back (128).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (128).jpg,79.04334861495084,77.87314453460444,78.45824657477763,47.97510157204168,46.90539990397892,47.4402507380103,52.05668203934264,53.28910261032844,52.672892324835544,0.029070496559143066,0.08906419202685356,1.1702040803464087,1.0697016680627627
train,Bad Back,0,Bad Back (129).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (129).jpg,78.18194242445715,78.07971839342659,78.13083040894188,46.56386549809022,45.86663348487771,46.215249491483966,52.4060887863984,53.48289378655767,52.94449128647803,0.026232361793518066,0.08489535376429558,0.1022240310305591,0.6972320132125134
train,Bad Back,0,Bad Back (13).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (13).jpg,87.8169361851384,93.08833080460965,90.45263349487402,50.78868489871188,55.709504300947145,53.24909459982951,60.94635385857404,58.31906583681754,59.63270984769579,0.08122467994689941,0.1145399957895279,5.271394619471252,4.920819402235267
train,Bad Back,0,Bad Back (130).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (130).jpg,80.37263005373842,79.18335666213414,79.77799335793628,46.75625316678884,45.504094025427804,46.13017359610832,53.81381473080118,54.64578654218634,54.22980063649376,0.029637575149536133,0.08375967666506767,1.1892733916042744,1.2521591413610338
train,Bad Back,0,Bad Back (131).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (131).jpg,79.15502936776403,78.59211386957305,78.87357161866854,46.60026039093177,45.66796030452201,46.13411034772689,53.1102969616741,53.97839866684329,53.5443478142587,0.028005003929138184,0.08612198382616043,0.562915498190975,0.9323000864097608
train,Bad Back,0,Bad Back (132).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (132).jpg,79.66568656804954,79.21616344621779,79.44092500713367,47.64466809465393,46.3886540111432,47.01666105289857,52.38268812539068,53.75994490090366,53.07131651314717,0.028737902641296387,0.08512386679649353,0.4495231218317457,1.2560140835107276
train,Bad Back,0,Bad Back (133).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (133).jpg,82.62441815226637,81.22688870414552,81.92565342820595,51.23550288058747,50.72385565524811,50.97967926791779,52.70022398534888,53.58735972840811,53.143791856878494,0.03983175754547119,0.08863692730665207,1.3975294481208493,0.5116472253393596
train,Bad Back,0,Bad Back (134).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (134).jpg,84.33902666117169,82.67221091795479,83.50561878956324,54.51673472479238,54.15101958497542,54.3338771548839,51.49543142042704,52.314759146550664,51.90509528348885,0.04621344804763794,0.08599916473031044,1.666815743216901,0.365715139816956
train,Bad Back,0,Bad Back (135).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (135).jpg,87.08255435380995,82.85509005281106,84.96882220331051,58.34128562237547,55.84145554139314,57.091370581884306,50.47732544561351,51.264114435305316,50.87071994045941,0.05093884468078613,0.08802231773734093,4.227464300998889,2.499830080982335
train,Bad Back,0,Bad Back (136).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (136).jpg,91.84270280510593,87.3518519244726,89.59727736478926,62.675073480191344,58.56417149655462,60.61962248837298,49.9316226808946,51.46668075763354,50.699151719264066,0.06002575159072876,0.08766872063279152,4.490850880633332,4.110901983636722
train,Bad Back,0,Bad Back (137).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (137).jpg,95.99914579520906,90.67046810132913,93.33480694826909,64.73709407636667,61.85986452115123,63.29847929875895,49.6102479359159,50.42441433792037,50.01733113691813,0.06682491302490234,0.08635809645056725,5.328677693879925,2.877229555215443
train,Bad Back,0,Bad Back (138).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (138).jpg,92.97766813832126,90.70319221364628,91.84043017598377,63.507395847352356,63.74842201434015,63.62790893084625,48.11724802747259,49.064015067674056,48.590631547573324,0.06271356344223022,0.0864928737282753,2.274475924674988,0.241026166987794
train,Bad Back,0,Bad Back (139).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (139).jpg,90.29967045174602,88.44931018893735,89.37449032034169,62.192629430255856,60.509844778893566,61.35123710457471,47.54917853564527,50.14632318857554,48.8477508621104,0.05665016174316406,0.08580128103494644,1.8503602628086782,1.6827846513622902
train,Bad Back,0,Bad Back (14).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (14).jpg,92.53260457238795,98.46044712969903,95.49652585104349,55.442157954990385,62.8558035443226,59.14898074965649,57.90737499728689,54.70791890184799,56.30764694956744,0.09029197692871094,0.10809783637523651,5.927842557311081,7.413645589332212
train,Bad Back,0,Bad Back (140).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (140).jpg,88.01778170402906,86.7307692836509,87.37427549383997,59.15664170940224,57.99998332050138,58.578312514951804,48.55290022683461,50.41217177572165,49.482536001278135,0.050438523292541504,0.08844166621565819,1.2870124203781614,1.1566583889008584
train,Bad Back,0,Bad Back (141).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (141).jpg,85.1785784379595,83.29602367410583,84.23730105603266,56.02867017338623,53.224520381543186,54.62659527746471,48.798339125847505,51.230029164972315,50.014184145409914,0.040717124938964844,0.08471469208598137,1.8825547638536761,2.804149791843045
train,Bad Back,0,Bad Back (142).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (142).jpg,85.7536822508583,82.67483199059347,84.21425712072589,55.21579672075255,53.18863525604219,54.20221598839737,49.68022295665515,50.875920473756985,50.27807171520607,0.04017233848571777,0.08810735493898392,3.0788502602648293,2.0271614647103604
train,Bad Back,0,Bad Back (143).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (143).jpg,85.9408504936637,83.49041300063757,84.71563174715064,56.477383762906776,54.130551548135855,55.30396765552132,50.0045881954034,51.51965427585224,50.762121235627816,0.04385733604431152,0.08613700419664383,2.4504374930261292,2.34683221477092
train,Bad Back,0,Bad Back (144).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (144).jpg,83.1143121437251,80.97888626553812,82.0465992046316,52.82220588348754,50.66589318611065,51.744049534799096,51.250008439462725,52.30134985521866,51.775679147340696,0.03726816177368164,0.08787688985466957,2.135425878186979,2.1563126973768902
train,Bad Back,0,Bad Back (145).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (145).jpg,84.35612980837101,81.04144566619365,82.69878773728233,53.61416607146499,50.682680543055525,52.14842330726026,50.98135144362865,52.576295349255886,51.77882339644226,0.03800004720687866,0.08461787179112434,3.314684142177356,2.9314855284094676
train,Bad Back,0,Bad Back (146).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (146).jpg,84.92526105132264,81.5769207354211,83.25109089337187,54.64135814163661,52.22523623548601,53.43329718856131,50.71888731832054,51.91467888899253,51.31678310365653,0.04012179374694824,0.08913448825478554,3.348340315901538,2.4161219061506003
train,Bad Back,0,Bad Back (147).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (147).jpg,85.0655496896802,81.11983555771364,83.09269262369692,54.90104128629213,51.28097922864769,53.091010257469904,50.74939566016083,52.267285373392895,51.50834051677686,0.039355337619781494,0.08409545570611954,3.945714131966554,3.6200620576444393
train,Bad Back,0,Bad Back (148).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (148).jpg,85.86512026237557,82.50553116135707,84.18532571186631,55.59821937810306,52.41414089386854,54.0061801359858,50.53799648719397,52.47238214637871,51.50518931678634,0.04207408428192139,0.08409188687801361,3.3595891010185,3.1840784842345187
train,Bad Back,0,Bad Back (149).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (149).jpg,85.63060796684998,81.24354880901956,83.43707838793478,54.355909651933615,50.20349528774273,52.27970246983817,51.33517150963454,52.976941435020144,52.15605647232734,0.03996235132217407,0.08894334733486176,4.387059157830421,4.152414364190882
train,Bad Back,0,Bad Back (15).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (15).jpg,97.97278416779926,101.8471425332385,99.90996335051888,62.16903976327518,67.71896122592636,64.94400049460077,54.68315132300099,53.37357637887184,54.028363850936415,0.09916138648986816,0.10507171601057053,3.8743583654392353,5.549921462651184
train,Bad Back,0,Bad Back (150).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (150).jpg,83.79168076821297,79.85586109513689,81.82377093167493,53.40622849671335,50.09676565852379,51.751497077618566,50.992548417021915,52.09150312727554,51.542025772148726,0.03690135478973389,0.08410903438925743,3.9358196730760824,3.3094628381895532
train,Bad Back,0,Bad Back (151).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (151).jpg,85.09108055342281,81.89996028679292,83.49552042010787,54.44141436285542,52.69129977466991,53.56635706876266,50.21733046358023,50.84697470996022,50.53215258677022,0.038604736328125,0.08576291427016258,3.191120266629895,1.750114588185511
train,Bad Back,0,Bad Back (152).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (152).jpg,86.80951484140971,85.18456730094887,85.9970410711793,56.75195578829274,55.56308840689365,56.157522097593194,48.888322356519616,49.8884829793499,49.388402667934756,0.04309952259063721,0.08754066750407219,1.6249475404608376,1.188867381399092
train,Bad Back,0,Bad Back (153).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (153).jpg,88.94812492987148,88.36860787975014,88.6583664048108,60.58568910373745,59.67206722938618,60.12887816656182,48.03495236130925,49.48993008069355,48.762441221001396,0.05262923240661621,0.08763043582439423,0.5795170501213391,0.9136218743512714
train,Bad Back,0,Bad Back (154).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (154).jpg,93.83337614065609,90.92712574190874,92.38025094128241,63.68402439285516,62.56831081162199,63.126167602238574,48.58262074159268,49.25805929236139,48.920340016977036,0.06293398141860962,0.08486662432551384,2.9062503987473463,1.115713581233166
train,Bad Back,0,Bad Back (155).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (155).jpg,88.0698686367346,85.69047393566763,86.88017128620112,53.25950692868185,51.13841600368362,52.19896146618274,50.646550528882365,52.180939694731705,51.41374511180703,0.03754395246505737,0.09546772390604019,2.379394701066971,2.121090924998228
train,Bad Back,0,Bad Back (156).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (156).jpg,83.51629764851957,82.02333525956296,82.76981645404126,49.558578286536346,47.31116842211402,48.434873354325184,50.788598614447515,52.47588967393067,51.632244144189094,0.027859151363372803,0.09494565054774284,1.492962388956613,2.2474098644223233
train,Bad Back,0,Bad Back (157).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (157).jpg,82.04057501886523,80.17594427834202,81.10825964860362,47.224641285343644,45.7899058699404,46.507273577642025,51.416280956743456,53.25212813946801,52.33420454810573,0.023891031742095947,0.09139677882194519,1.8646307405232108,1.434735415403246
train,Bad Back,0,Bad Back (158).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (158).jpg,79.75404459977024,77.25900649738841,78.50652554857933,44.967336782073986,43.24104053205168,44.104188657062835,51.47022430558059,53.517632804007015,52.4939285547938,0.01801919937133789,0.09133664891123772,2.4950381023818267,1.7262962500223082
train,Bad Back,0,Bad Back (159).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (159).jpg,81.09424685008017,78.44057492186164,79.7674108859709,46.129350156609675,43.32744727550089,44.72839871605528,50.26724959103116,53.44094276774406,51.85409617938761,0.017918884754180908,0.09039894863963127,2.653671928218529,2.801902881108788
train,Bad Back,0,Bad Back (16).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (16).jpg,90.35267320648776,89.97325820731497,90.16296570690136,57.97446654669824,59.848998287245216,58.91173241697173,50.827328121218976,46.40532977884389,48.61632895003143,0.059404730796813965,0.11135280877351761,0.37941499917279486,1.8745317405469777
train,Bad Back,0,Bad Back (160).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (160).jpg,86.06015851282787,81.35052167769489,83.70534009526138,48.729620553385566,48.211138561995554,48.47037955769056,50.08521013325459,50.680973245450254,50.383091689352426,0.02289479970932007,0.0918208435177803,4.709636835132983,0.5184819913900114
train,Bad Back,0,Bad Back (161).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (161).jpg,83.94893566084363,79.34113457282,81.64503511683182,47.61997750282687,47.05372228489423,47.336849893860546,50.64329950555698,50.89732697871239,50.77031324213469,0.021494030952453613,0.08948896080255508,4.607801088023635,0.5662552179326426
train,Bad Back,0,Bad Back (162).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (162).jpg,83.7388734304263,79.62965211092455,81.68426277067542,46.937073031383875,47.14273606385767,47.03990454762077,51.35543308132867,51.13727383459974,51.246353457964204,0.021887123584747314,0.09145444259047508,4.109221319501742,0.2056630324737938
train,Bad Back,0,Bad Back (163).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (163).jpg,82.371446048167,79.36486096013273,80.86815350414986,47.71656577633069,47.807717865641514,47.7621418209861,51.16957206189564,50.79575466932638,50.98266336561101,0.02337104082107544,0.09112288057804108,3.006585088034271,0.09115208931082464
train,Bad Back,0,Bad Back (164).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (164).jpg,82.22167595998238,78.05801665196239,80.13984630597238,46.08196092043074,45.99308732670639,46.03752412356856,50.53170070559498,50.89767233013969,50.714686517867335,0.01801323890686035,0.09157044440507889,4.163659308019987,0.088873593724351
train,Bad Back,0,Bad Back (165).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (165).jpg,86.04214532678031,80.58472547590168,83.313435401341,47.40530425245998,48.85288944695808,48.12909684970903,51.57703011307032,51.22456655369576,51.40079833338304,0.02567845582962036,0.09185972437262535,5.457419850878637,1.447585194498103
train,Bad Back,0,Bad Back (166).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (166).jpg,88.9093134735776,84.01049024978974,86.45990186168368,50.9258634988604,51.670840474551184,51.298351986705796,52.39632324145914,51.861144209372846,52.128733725416,0.036926090717315674,0.09432142972946167,4.898823223787858,0.7449769756907827
train,Bad Back,0,Bad Back (167).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (167).jpg,87.35650399552704,84.41574838070261,85.88612618811482,52.55204565540293,51.94784966194884,52.24994765867588,51.07667820331244,51.389931981171145,51.23330509224179,0.03786110877990723,0.09602037444710732,2.9407556148244254,0.6041959934540913
train,Bad Back,0,Bad Back (168).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (168).jpg,89.24218901936023,88.36455748949167,88.80337325442595,54.3829341630532,55.950703623380896,55.16681889321705,51.355830760116596,50.01218500692212,50.68400788351936,0.04559588432312012,0.09545038267970085,0.8776315298685518,1.5677694603276962
train,Bad Back,0,Bad Back (169).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (169).jpg,92.64080400657416,91.94375657405874,92.29228029031646,57.63277827039308,59.59546459993588,58.61412143516448,51.34888748197132,48.86996171086599,50.10942459641865,0.05301707983016968,0.09308123588562012,0.6970474325154186,1.962686329542798
train,Bad Back,0,Bad Back (17).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (17).jpg,90.96995455972427,90.69787921375448,90.83391688673937,61.48262814496864,63.78824092115063,62.63543453305964,49.79567167892955,43.83621034387991,46.81594101140473,0.06690871715545654,0.1148708425462246,0.272075345969796,2.305612776181988
train,Bad Back,0,Bad Back (170).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (170).jpg,93.77906397246606,91.36824869964398,92.57365633605502,39.602832329576955,46.383898921908575,42.99336562574277,66.93016033314527,67.1277217455624,67.02894103935384,0.09602516889572144,0.15838071703910828,2.4108152728220773,6.781066592331619
train,Bad Back,0,Bad Back (171).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (171).jpg,91.30357405614787,91.1412094481861,91.22239175216698,39.02385493341259,43.45791175982831,41.24088334662045,68.92131103476966,67.42999020219888,68.17565061848427,0.09371915459632874,0.1507638469338417,0.16236460796176289,4.43405682641572
train,Bad Back,0,Bad Back (172).jpg,data\Zenodo_Squat_Dataset\train\Bad Back\Bad Back (172).jpg,89.42307940555602,90.83897403780877,90.13102672168239,34.96023473702189,41.67690458785352,38.31856966243771,69.24724289541089,66.79255479715009,68.01989884628048,0.07959491014480591,0.16377858817577362,1.4158946322527441,6.716669850831629
