date,steps,resting_hr_avg,hrv_avg,active_energy,sleep_hours,body_mass_avg
2025-01-14,13518.0,62.0,59.375625,499.5240000000003,0.0,
2025-01-15,31937.0,59.0,101.76201666666667,956.4470000000001,6.55,
2025-01-16,15849.0,63.0,76.22798,555.8420000000001,4.425,
2025-01-17,18423.0,53.0,78.00832,675.9379999999999,6.283333333333333,
2025-01-18,6632.0,59.0,97.87386666666667,347.5010000000002,0.0,
2025-01-19,36655.0,53.0,76.27475,1084.8170000000002,6.008333333333334,
2025-01-20,7817.0,59.0,97.144,335.07200000000023,0.0,
2025-01-21,15475.0,59.0,97.75155000000001,562.62,9.491666666666667,
2025-01-22,14414.0,55.0,56.427825000000006,523.9680000000003,3.6333333333333333,
2025-01-23,8541.0,57.0,80.04916666666666,360.6080000000001,11.008333333333333,
2025-01-24,15785.0,63.0,72.45634,536.077,5.066666666666666,
2025-01-25,6392.0,63.0,76.53376666666666,225.79100000000008,0.0,
2025-01-26,12509.0,51.0,72.9254,459.6579999999999,8.541666666666666,
2025-01-27,19282.0,56.0,77.64921666666667,677.9900000000004,0.0,
2025-01-28,6640.0,59.0,64.69595,115.42399999999999,4.491666666666666,
2025-01-29,16925.0,54.0,75.02110000000002,639.2799999999999,5.833333333333333,
2025-01-30,11711.0,59.0,57.400425,425.04499999999985,10.116666666666667,
2025-01-31,18266.0,57.0,75.51892000000001,612.256,2.0416666666666665,
2025-02-01,3873.0,53.0,63.72345,172.56399999999982,10.8,
2025-02-02,7328.0,60.0,63.955749999999995,269.87000000000006,0.0,
2025-02-03,13690.0,57.0,69.95053333333334,562.2810000000002,6.4,
2025-02-04,13941.0,64.0,74.76310000000001,469.3769999999999,0.0,
2025-02-05,28327.0,56.0,53.961,762.5190000000002,5.175,
2025-02-06,13740.0,61.0,75.40023333333333,465.9989999999997,8.35,
2025-02-07,14494.0,62.0,54.59896666666666,444.3800000000003,4.491666666666666,
2025-02-08,3484.0,,,0.0,0.0,
2025-02-09,6994.0,65.0,46.9163,241.53800000000004,0.0,
2025-02-10,13221.0,57.0,76.39463333333333,496.31299999999976,6.5,
2025-02-11,12102.0,67.0,55.877633333333335,414.0239999999996,0.0,
2025-02-12,11401.0,58.0,63.2553,455.2140000000002,5.933333333333334,
2025-02-13,8536.0,69.0,50.236733333333326,279.397,0.0,
2025-02-14,15168.0,65.0,57.83263333333334,613.1600000000003,7.858333333333333,
2025-02-15,26043.0,56.0,56.260799999999996,652.0369999999999,8.225,
2025-02-16,10006.0,59.0,78.24888,405.5070000000003,8.675,
2025-02-17,9096.0,61.0,61.261675000000004,345.8990000000001,0.0,
2025-02-18,9177.0,58.0,93.03606,482.57099999999997,7.583333333333333,
2025-02-19,25474.0,60.0,60.47145,820.2789999999997,0.0,
2025-02-20,10626.0,61.0,89.95268,477.7919999999999,3.533333333333333,
2025-02-21,19446.0,60.0,68.25352000000001,637.9620000000002,3.1333333333333333,
2025-02-22,9701.0,62.0,48.929199999999994,403.45499999999953,8.7,
2025-02-23,8287.0,59.0,57.252779999999994,348.66299999999984,7.966666666666667,
2025-02-24,11170.0,60.0,63.46866,474.9810000000001,7.2,
2025-02-25,9689.0,58.0,52.912400000000005,364.89700000000005,8.391666666666667,
2025-02-26,18251.0,55.0,70.15858,579.2339999999999,8.441666666666666,
2025-02-27,8357.0,59.0,70.66112,308.0379999999999,8.216666666666667,
2025-02-28,12092.0,55.0,96.88326,558.72,8.583333333333334,
2025-03-01,9326.0,68.0,49.4846,204.95899999999997,7.516666666666667,
2025-03-02,4682.0,58.0,42.349333333333334,263.2490000000002,0.0,
2025-03-03,10742.0,58.0,62.94119999999999,462.7089999999999,7.491666666666666,
2025-03-04,6326.0,58.0,64.01525000000001,66.73299999999999,6.666666666666667,
2025-03-05,19056.0,65.0,58.66188,597.7529999999999,2.283333333333333,
2025-03-06,2405.0,83.0,56.05975,214.93400000000017,14.933333333333334,
2025-03-07,14838.0,66.0,48.261433333333336,550.2089999999996,0.0,
2025-03-08,43773.0,62.0,57.56716666666667,971.4980000000002,6.9,
2025-03-09,18148.0,62.5,90.06348333333334,539.1599999999999,7.233333333333333,
2025-03-10,6794.0,60.0,109.6892166666667,323.9799999999999,11.508333333333333,
2025-03-11,15571.0,,63.54435,491.052,10.7,
2025-03-12,6010.0,66.5,53.79780000000001,317.36400000000003,4.341666666666667,
2025-03-13,11461.0,56.0,78.4986,452.5469999999999,7.641666666666667,
2025-03-14,14368.0,65.0,57.40698,608.6079999999994,4.341666666666667,
2025-03-15,12339.0,65.0,50.0282,375.86500000000024,0.0,
2025-03-16,4481.0,54.0,79.88242857142858,304.7330000000001,15.858333333333333,
2025-03-17,5299.0,53.0,85.01503333333334,252.20200000000003,3.275,
2025-03-18,18365.0,59.0,87.6006,572.756,8.741666666666667,
2025-03-19,15707.0,57.0,75.10646,660.3780000000006,4.691666666666666,
2025-03-20,5767.0,58.0,69.65476666666667,301.52200000000016,0.31666666666666665,
2025-03-21,11459.0,56.0,76.07852,413.276,4.108333333333333,
2025-03-22,25912.0,57.0,76.81001666666667,681.5359999999995,7.616666666666666,
2025-03-23,21264.0,,76.01821666666666,655.958,6.7,
2025-03-24,6586.0,67.5,84.71435,381.0490000000001,0.0,
2025-03-25,17170.0,60.0,56.09075000000001,627.653,8.583333333333334,
2025-03-26,25560.0,62.0,45.753666666666675,755.3419999999996,10.033333333333333,
2025-03-27,6545.0,61.0,57.81476666666668,391.11700000000013,4.283333333333333,
2025-03-28,8201.0,61.0,51.538850000000004,340.60799999999995,7.883333333333334,
2025-03-29,14565.0,61.0,61.975366666666666,475.3599999999998,9.591666666666667,
2025-03-30,3959.0,,140.0706,110.12299999999999,3.658333333333333,
2025-03-31,17420.0,64.5,64.38515000000001,534.6549999999997,0.0,
2025-04-01,14043.0,,73.04022499999999,439.9599999999998,6.325,
2025-04-02,9636.0,59.0,50.9695,28.960999999999995,1.2583333333333333,
2025-04-03,20788.0,57.0,99.36631666666666,725.2219999999993,7.208333333333333,
2025-04-04,22158.0,58.0,88.14005714285713,691.996,6.741666666666666,
2025-04-05,24795.0,57.0,56.10407833333334,887.0180000000005,6.725,
2025-04-06,9525.0,56.0,76.62405,474.32,8.066666666666666,
2025-04-07,18943.0,55.0,78.61155000000001,775.333,7.108333333333333,
2025-04-08,20680.0,64.0,106.234775,578.7309999999998,0.0,
2025-04-09,17533.0,61.0,69.79516666666667,580.6479999999998,7.133333333333334,
2025-04-10,13149.0,58.0,96.92325,563.1129999999997,6.866666666666666,
2025-04-11,18493.0,50.0,81.45920000000001,653.2610000000001,0.0,
2025-04-12,14926.0,59.0,94.11738,575.4490000000001,5.575,
2025-04-13,16363.0,,75.57232499999999,494.51500000000027,6.158333333333333,
2025-04-14,12391.0,58.0,47.7557,471.5569999999997,0.0,
2025-04-15,10688.0,,64.74512000000001,451.76299999999947,5.708333333333333,
2025-04-16,16518.0,63.0,53.238933333333335,520.8359999999999,0.2,
2025-04-17,21928.0,,74.50515999999999,627.6909999999998,7.325,
2025-04-18,19533.0,62.5,72.11144999999999,710.4480000000003,0.0,
2025-04-19,2462.0,55.0,76.65665,197.74300000000005,12.716666666666667,
2025-04-20,14400.0,,67.93714,502.923,5.866666666666666,
2025-04-21,6652.0,,,0.35600000000000004,0.0,
2025-04-22,6564.0,58.0,91.20406666666668,208.30100000000007,0.45,
2025-04-23,12728.0,61.0,74.51104000000001,523.3529999999996,9.066666666666666,
2025-04-24,8704.0,61.0,74.32998333333333,427.2419999999999,8.691666666666666,
2025-04-25,13123.0,56.0,54.41098000000001,607.086,4.458333333333333,
2025-04-26,7711.0,57.0,83.68668571428573,413.34499999999997,10.891666666666667,
2025-04-27,22466.0,58.0,39.15558,673.1510000000003,8.233333333333333,
2025-04-28,10812.0,,67.45542,426.36399999999975,7.716666666666667,
2025-04-29,10615.0,57.0,70.2902,387.95999999999975,0.0,
2025-04-30,15203.0,59.0,61.961914285714286,495.6760000000003,9.783333333333333,
2025-05-01,9844.0,,73.17174,430.95799999999974,8.325,
2025-05-02,21151.0,62.0,68.4198,603.1979999999998,6.333333333333333,
2025-05-03,7411.0,58.0,64.097025,213.0990000000001,5.916666666666667,
2025-05-04,18350.0,59.0,62.349599999999995,722.1599999999999,7.258333333333334,
2025-05-05,10185.0,59.0,78.56307142857143,276.05799999999977,9.191666666666666,
2025-05-06,8069.0,59.0,93.24168333333331,384.44300000000004,7.125,
2025-05-07,8178.0,57.0,60.138600000000004,432.2850000000001,8.933333333333334,
2025-05-08,11773.0,65.0,84.79796,531.6630000000002,5.658333333333333,
2025-05-09,44337.0,61.0,43.055757142857146,1111.0540000000065,6.366666666666666,
2025-05-10,15381.0,63.0,75.1391,534.0740000000002,6.483333333333333,
2025-05-11,7046.0,,67.831108,336.63000000000005,8.116666666666667,
2025-05-12,11898.0,61.0,34.627125,445.1269999999998,0.0,
2025-05-13,7588.0,,76.144025,390.43699999999995,4.483333333333333,
2025-05-14,17388.0,59.0,72.55486666666667,630.0100000000001,6.758333333333334,
2025-05-15,5756.0,55.0,77.25915,284.6020000000001,0.0,
2025-05-16,21634.0,58.0,80.56745,668.7990000000003,7.725,
2025-05-17,11065.0,56.0,54.482899999999994,608.2249999999999,6.066666666666666,
2025-05-18,9206.0,56.0,53.4111,405.4530000000002,9.958333333333334,
2025-05-19,11002.0,55.0,74.72276666666669,478.22700000000003,8.366666666666667,
2025-05-20,15129.0,57.0,70.22358,323.2510000000002,6.208333333333333,
2025-05-21,15340.0,54.0,72.50766666666667,523.5570000000002,7.466666666666667,
2025-05-22,28157.0,61.0,85.69801666666666,760.2069999999997,6.991666666666666,
2025-05-23,7306.0,56.0,67.609425,354.152,0.0,
2025-05-24,14413.0,55.0,70.9446,510.20100000000014,8.033333333333333,
2025-05-25,7211.0,,80.56544,265.395,9.8,
2025-05-26,16737.0,56.0,42.125299999999996,640.4750000000006,0.0,
2025-05-27,12506.0,56.0,73.89235,492.31899999999996,8.95,
2025-05-28,9209.0,55.0,86.363,227.1920000000003,0.0,
2025-05-29,41751.0,59.0,78.64316,950.3060000000005,6.075,
2025-05-30,16823.0,61.0,48.99414,633.8420000000001,1.6833333333333333,
2025-05-31,15040.0,,51.883624999999995,536.4210000000003,7.291666666666667,
2025-06-01,5838.0,54.0,66.52147500000001,348.6670000000001,0.0,
2025-06-02,12205.0,56.0,79.84033333333333,472.36999999999995,6.066666666666666,
2025-06-03,19485.0,54.0,82.03738333333332,745.791,8.833333333333334,
2025-06-04,6909.0,54.0,66.29175,279.89400000000006,5.4,
2025-06-05,33341.0,60.0,61.699400000000004,869.3209999999993,7.9,
2025-06-06,27444.0,62.0,40.7642,804.6889999999989,4.633333333333334,
2025-06-07,5107.0,,40.88956666666667,305.349,10.125,
2025-06-08,17400.0,57.0,94.22196666666667,549.264,8.3,
2025-06-09,10496.0,58.0,70.24776666666666,420.76499999999993,6.725,
2025-06-10,16715.0,63.0,66.44058333333332,605.9359999999998,8.05,
2025-06-11,18317.0,64.0,97.3357,586.4689999999999,0.0,
2025-06-12,26444.0,,69.43697999999999,613.2959999999996,5.183333333333334,
2025-06-13,7564.0,60.5,56.29463333333333,301.98999999999984,0.0,
2025-06-14,35170.0,62.0,65.47411666666666,922.7700000000002,5.708333333333333,
2025-06-15,9887.0,53.0,76.2855,431.58199999999994,0.0,
2025-06-16,22881.0,,94.22648333333332,693.5550000000003,5.116666666666666,
2025-06-17,2901.0,57.0,52.2101,15.641,0.0,
2025-06-18,4257.0,56.0,89.26272,271.11699999999996,7.825,
2025-06-19,8626.0,57.0,99.32798,656.4130000000001,8.216666666666667,
2025-06-20,2598.0,61.0,72.48733333333334,200.80500000000012,10.258333333333333,
2025-06-21,4766.0,54.0,73.4243,373.09000000000015,7.308333333333334,
2025-06-22,2480.0,56.0,65.97883166666666,221.66700000000003,8.766666666666667,
2025-06-23,12670.0,59.0,69.79683333333334,477.5880000000001,2.45,
2025-06-24,4210.0,,115.22786666666666,100.322,6.6,
2025-06-25,885.0,,,0.0,0.0,
2025-06-26,1037.0,,,0.0,0.0,
2025-06-27,669.0,59.0,73.5968,4.579,0.0,
2025-06-28,6266.0,59.0,67.4519,296.79899999999986,7.758333333333334,
2025-06-29,3058.0,58.0,69.29228333333333,255.02300000000014,7.891666666666667,
2025-06-30,6911.0,61.0,79.92558333333334,348.3920000000001,7.05,
2025-07-01,2087.0,55.0,77.61804,214.92899999999995,0.0,
2025-07-02,5143.0,,77.07669999999999,295.52200000000016,7.441666666666666,
2025-07-03,2802.0,57.0,87.7931142857143,205.0870000000001,8.375,
2025-07-04,3934.0,55.0,64.48556666666666,293.2080000000003,2.3583333333333334,
2025-07-05,8196.0,,52.27965,299.173,5.35,
2025-07-06,7702.0,61.0,80.6684,223.63199999999992,0.0,
2025-07-07,2360.0,53.5,59.838816666666666,244.6480000000002,8.666666666666666,
2025-07-08,5801.0,60.0,63.00381666666666,582.2210000000002,8.65,
2025-07-09,2185.0,58.0,65.07164999999999,199.37899999999993,9.833333333333334,
2025-07-10,5841.0,58.0,55.51594,264.86199999999997,6.666666666666667,
2025-07-11,2514.0,56.0,67.84303333333332,163.051,6.425,
2025-07-12,2604.0,57.0,83.6921,231.24500000000003,9.275,
2025-07-13,3881.0,61.0,77.22146666666667,273.25800000000004,9.2,
2025-07-14,8520.0,60.0,45.215975,256.006,0.0,
2025-07-15,8232.0,,63.514779999999995,242.31799999999996,9.758333333333333,
2025-07-16,7202.0,56.5,69.75134999999999,315.44199999999984,8.316666666666666,
2025-07-17,8243.0,52.0,82.4922,208.62700000000004,8.983333333333333,
2025-07-18,6778.0,,56.91825,354.37299999999965,1.6833333333333333,
2025-07-19,14401.0,,,56.73399999999999,0.0,
2025-07-20,6524.0,,,0.0,0.0,
2025-07-21,6584.0,56.5,52.93593333333333,493.211,0.0,
2025-07-22,5449.0,59.0,63.299216666666666,331.0570000000002,9.616666666666667,
2025-07-23,11908.0,57.0,39.559374999999996,362.39700000000005,0.0,
2025-07-24,16554.0,,76.30286,462.9160000000001,7.058333333333334,
2025-07-25,1296.0,53.0,89.971025,55.61100000000003,11.925,
2025-07-26,11127.0,54.0,78.313925,476.85100000000017,6.266666666666667,
2025-07-27,5724.0,63.5,101.386775,188.05500000000004,0.0,
2025-07-28,3690.0,60.0,76.77661666666667,294.6670000000001,13.275,
2025-07-29,8624.0,58.0,68.1704,247.429,0.0,
2025-07-30,3176.0,58.0,66.28204999999998,273.44700000000023,9.191666666666666,
2025-07-31,6642.0,54.0,52.36558,337.7369999999998,7.95,
2025-08-01,2491.0,59.0,66.24825999999999,223.433,8.258333333333333,
2025-08-02,10569.0,55.0,67.63308333333333,859.3109999999999,3.05,
2025-08-03,9398.0,55.0,76.64455,392.3500000000001,6.15,
2025-08-04,10660.0,66.0,67.00591666666666,447.37399999999997,3.341666666666667,
2025-08-05,4135.0,,21.549599999999998,76.51800000000001,0.0,
2025-08-06,3275.0,,,0.0,0.0,
2025-08-07,1994.0,,,0.0,0.0,
2025-08-08,1535.0,,,0.0,0.0,
2025-08-09,1374.0,,,0.0,0.0,
2025-08-10,10524.0,60.5,64.6008,347.1470000000001,0.5166666666666667,
2025-08-11,3126.0,,105.17673333333335,164.19200000000004,11.383333333333333,
2025-08-12,4653.0,50.0,78.53070000000001,276.5060000000002,6.583333333333333,
2025-08-13,1113.0,,,49.150999999999996,0.0,
2025-08-14,4073.0,58.5,74.35045,89.12899999999998,0.0,
2025-08-15,3824.0,53.0,80.11994000000001,223.94200000000006,7.758333333333334,
2025-08-16,4253.0,53.0,66.08145,236.09200000000004,6.875,
2025-08-17,2038.0,57.0,66.77463333333333,167.8330000000001,7.783333333333333,
2025-08-18,8929.0,62.0,81.44336571428572,432.90100000000007,0.0,
2025-08-19,5034.0,,69.17524,248.53100000000012,9.891666666666667,
2025-08-20,3326.0,56.0,105.61146666666667,219.81900000000044,11.308333333333334,
2025-08-21,7428.0,,61.3747,312.37999999999994,5.716666666666667,
2025-08-22,3543.0,55.0,71.6327,197.71500000000003,0.0,
2025-08-23,5123.0,62.0,70.4412,301.65300000000013,7.308333333333334,
2025-08-24,1681.0,,60.5998,133.391,0.0,
2025-08-25,1817.0,61.5,68.57406666666667,127.92799999999995,0.0,
2025-08-26,3816.0,54.0,84.47842,311.129,7.05,
2025-08-27,4860.0,53.0,55.40206666666666,270.02200000000016,5.75,
2025-08-28,3801.0,56.0,78.487325,218.418,7.741666666666666,
2025-08-29,3846.0,60.0,60.584833333333336,192.82800000000006,0.0,
2025-08-30,14666.0,,44.465066666666665,437.3859999999999,7.641666666666667,
2025-08-31,1999.0,65.0,37.581,88.63000000000001,0.0,
2025-09-01,7604.0,56.0,62.709399999999995,254.8029999999999,7.891666666666667,
2025-09-02,4158.0,58.0,88.24945,294.06800000000015,4.525,
2025-09-03,3724.0,,69.74816000000001,271.0630000000001,8.408333333333333,
2025-09-04,4377.0,61.0,63.386300000000006,240.40600000000003,7.991666666666666,
2025-09-05,641.0,,,6.454,0.0,
2025-09-06,1437.0,62.5,47.2252,64.26099999999998,0.0,
2025-09-07,4165.0,,74.93286,239.42800000000005,7.641666666666667,
2025-09-08,5463.0,60.0,82.088375,139.64299999999997,6.733333333333333,
2025-09-09,2054.0,59.5,58.44985,164.02500000000003,0.0,
2025-09-10,4522.0,,67.8094,219.912,9.283333333333333,
2025-09-11,1250.0,,,0.0,0.0,
2025-09-12,3247.0,58.0,49.224149999999995,137.11499999999998,0.0,
2025-09-13,20844.0,,71.32079999999999,564.4040000000002,7.608333333333333,
2025-09-14,3507.0,59.0,67.75876,305.59500000000014,3.025,
2025-09-15,1770.0,,,6.4719999999999995,0.0,
2025-09-16,1173.0,68.0,90.19184999999999,104.80900000000003,0.0,
2025-09-17,5097.0,58.0,45.86275,232.164,0.0,
2025-09-18,9912.0,52.0,56.592150000000004,439.7040000000002,8.458333333333334,
2025-09-19,1568.0,,125.39926666666668,96.46999999999998,6.6,
2025-09-20,22807.0,58.0,80.822525,578.654,0.0,
2025-09-21,12185.0,60.0,78.71121666666667,469.52400000000006,0.0,
2025-09-22,7312.0,,39.24078333333333,210.93699999999995,7.316666666666666,
2025-09-23,5119.0,,,0.0,0.0,
2025-09-24,12013.0,58.0,63.7956,373.7969999999999,0.0,
2025-09-25,8727.0,59.0,70.70973333333335,438.26400000000007,7.7,
2025-09-26,13385.0,,87.3823,404.38500000000005,8.733333333333333,
2025-09-27,19175.0,60.5,52.615766666666666,568.7710000000003,0.0,
2025-09-28,5485.0,56.0,63.94113333333333,273.9570000000001,10.275,
2025-09-29,11568.0,59.0,85.61290000000001,379.44399999999985,9.133333333333333,
2025-09-30,5140.0,,84.40035,135.07000000000005,6.583333333333333,
2025-10-01,7730.0,56.0,79.61036,406.7770000000001,6.383333333333334,
2025-10-02,13975.0,57.0,95.34393333333333,398.8890000000001,6.525,
2025-10-03,6631.0,,77.86045,97.16299999999998,9.766666666666667,
2025-10-04,14107.0,58.5,66.03214285714286,551.8959999999998,6.158333333333333,
2025-10-05,1437.0,59.0,74.439,210.68300000000005,9.275,
2025-10-06,8493.0,58.0,68.85585,340.8910000000001,6.133333333333334,
2025-10-07,11836.0,57.0,58.39885,475.178,5.953333333333333,
2025-10-08,7878.0,,54.672579999999996,293.57799999999986,5.895,
2025-10-09,9825.0,59.0,92.22378333333334,386.57599999999985,5.969166666666666,
2025-10-10,12142.0,60.0,85.68945,425.37800000000004,0.0,
2025-10-11,15238.0,,76.12178000000002,368.4810000000001,7.5216666666666665,
2025-10-12,3670.0,58.0,55.9564,179.851,0.0,
2025-10-13,5014.0,63.0,87.76611666666666,249.2819999999999,11.578888888888889,
2025-10-14,6152.0,67.0,50.29542,308.6179999999998,2.655,
2025-10-15,6343.0,58.0,41.31548333333333,291.7340000000002,9.775,
2025-10-16,6198.0,,117.91409999999999,63.60799999999998,5.3175,
2025-10-17,4933.0,59.0,37.591350000000006,164.38699999999997,0.0,
2025-10-18,5002.0,,,54.45,0.0,
2025-10-19,1189.0,68.0,42.5554,80.668,0.0,
2025-10-20,9066.0,,75.66966,346.754,6.544444444444444,
2025-10-21,7529.0,56.0,111.35098333333333,327.473,7.58,
2025-10-22,7738.0,50.0,86.93505,313.56299999999993,6.1775,
2025-10-23,12428.0,53.0,67.16623333333332,425.98600000000005,8.381666666666666,
2025-10-24,8122.0,54.0,55.62496,423.4179999999996,4.933888888888889,
2025-10-25,9706.0,,116.60708,308.82799999999986,8.0475,
2025-10-26,4957.0,53.5,64.21763333333334,218.3680000000001,9.792222222222222,
2025-10-27,5884.0,50.0,66.97433333333333,356.7210000000001,5.818611111111111,
2025-10-28,3942.0,59.0,68.0647,262.896,6.1275,
2025-10-29,7394.0,,73.98364000000001,308.85100000000017,6.453055555555555,
2025-10-30,8410.0,59.0,75.59682000000001,376.09099999999995,6.845555555555555,
2025-10-31,29168.0,57.0,84.77413333333332,757.8649999999994,4.858611111111111,
2025-11-01,10324.0,,88.09570000000001,230.16899999999998,7.204444444444444,
2025-11-02,5614.0,57.0,71.04926666666667,228.96699999999984,0.0,
2025-11-03,8225.0,53.0,57.870916666666666,334.956,5.784722222222222,
2025-11-04,6360.0,59.0,55.495079999999994,279.67799999999994,6.203333333333333,
2025-11-05,3002.0,52.0,56.10953333333333,50.33899999999999,6.495,
2025-11-06,4061.0,56.0,76.16538333333334,218.45700000000005,5.3425,
2025-11-07,3072.0,55.0,75.02246666666667,340.5859999999999,4.657777777777778,
2025-11-08,5920.0,54.0,82.46658333333333,303.26399999999984,9.442222222222222,
2025-11-09,6068.0,57.0,62.996025,244.896,6.035277777777778,
