Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
27,Female,76.96110865929137,1.7059955513303016,189.1,149.98616744618482,72.00544083358403,1.183963769398141,948.3705565889585,Cardio,33.32615086271986,1.9806322220021748,2,Beginner,26.443292358199056
50,Male,82.2182659264219,1.9308956829020163,173.0,116.87609077499994,72.90117151818666,1.1514847718577879,693.5955892362178,Cardio,26.793463611179437,1.50612268343684,1,Intermediate,22.05213739606598
40,Male,98.55165933058281,1.6344484089910516,180.0,113.05982025435598,69.9147356272028,1.1967371653641505,706.326718736442,Strength,46.158196590309274,1.4516835915687183,2,Intermediate,36.8910917204487
26,Female,48.18492582102327,1.693981895980303,189.8,154.6211987334959,61.838289687154436,1.1798447799002458,389.15461648729735,Cardio,12.780214118331426,1.8676827970465288,5,Intermediate,16.79166129637634
30,Male,73.13212128609473,1.7892041889732595,187.0,149.40742604143645,72.73695291951991,0.5917041472584811,368.36861524537136,Cardio,28.16176662000315,0.976705772444509,4,Intermediate,22.844852495947737
28,Female,76.35108880472492,1.917529324966822,188.4,129.31840589463621,62.748191307401434,0.8966516019542519,295.0756270218191,Strength,28.100035533127368,1.3537021292871618,5,Advanced,20.764965119655386
39,Female,72.19162565476779,1.7789882811537125,180.7,141.86951316712205,64.8446673362427,0.8779875901222545,473.1967601579356,Cardio,21.74563230476661,1.2741657061340774,4,Intermediate,22.810806850382033
37,Female,84.7133716352057,1.600802567454115,182.1,133.228182497181,70.10807960471458,0.7375064712924699,504.63775977539626,Cardio,43.74603597446906,1.0195558988280315,3,Intermediate,33.05798839539239
49,Male,75.18888601172692,1.7724092481810416,173.7,97.3787644809595,69.08424077612958,1.1293986381352625,261.8612210254805,Yoga,34.169747768374016,1.2300056737429204,3,Beginner,23.93457033136881
45,Male,62.40417236728836,1.8476309126481103,176.5,107.32071472291958,68.20182206366793,0.765937924964239,215.50643149247833,Strength,20.000386777724316,0.6328103054521619,2,Intermediate,18.280294504430646
30,Female,68.94667564729633,1.6853700500699251,187.0,147.7824687253192,77.05405489381687,0.9182430362906189,643.4945488639997,Cardio,27.720028177484995,1.1936776151955224,2,Beginner,24.27296261149926
39,Male,79.13452736831111,1.8853872374165412,180.7,82.8692763353143,69.33616910491199,0.7734070719307062,228.79013997953845,Yoga,25.364247173845275,0.8337167135451653,3,Intermediate,22.262036323569173
31,Male,83.03237714962808,1.6131409884458143,186.3,118.68928838520404,67.51632076325286,0.9981651866458929,491.31803063842455,Strength,36.58190686669095,1.3708590409181678,2,Intermediate,31.908237715281075
40,Male,83.90613263761817,1.8842088504305916,180.0,124.66735452799756,67.63844522104806,0.850587558806597,339.1262079432347,Strength,28.9610983960968,0.7021838071245814,4,Advanced,23.633912615480448
41,Male,54.29847812677663,1.9128615545571293,179.3,132.9040086521194,61.91598921436756,0.9921162930795382,451.1544392403141,Cardio,19.016811777411107,1.616770104054106,5,Advanced,14.839544830128649
28,Male,42.376762460203544,1.6058804239504,188.4,115.39051093161068,74.59642757787766,1.1976675736969318,270.49207227871426,Strength,21.1222353468169,1.4067115006531477,3,Intermediate,16.43241392349481
36,Male,63.10690751606484,1.696974238162756,182.8,117.15522541437474,72.5487793931188,1.3942172628959257,397.2081910364015,Strength,25.476257939299817,1.998290878376324,5,Beginner,21.914239308176434
47,Male,87.77031396900765,1.7302778329146475,175.1,104.02540870611996,63.63890883239334,1.0365906459873324,242.89023083474316,Yoga,34.42135346455322,1.2457743759199507,5,Intermediate,29.316759480728507
24,Male,89.52934734456632,1.7528620559567827,191.2,98.27121304871767,64.42537239852766,0.7424705036347297,177.18463510578735,Yoga,31.721777181506877,1.0656233274707383,5,Intermediate,29.138684326958384
20,Male,61.89038820772355,1.838163975694945,194.0,95.48320152835988,69.99011223901793,1.24543947418433,161.8108669341226,Yoga,24.75895087740813,1.6640606063448047,2,Intermediate,18.31701519567767
23,Male,56.11736937671707,1.6882909591713124,191.9,114.41377929848716,69.0218989875087,1.3655071258939802,197.6112474345772,Yoga,20.692994867306744,1.5835381949654852,3,Intermediate,19.688050501418665
25,Female,88.99518210582525,1.825138712337179,190.5,111.7007283026879,66.71479525281654,0.6995069273383198,197.75151962619373,Yoga,32.09829877601422,0.6089194878401656,4,Beginner,26.71620346845995
53,Male,75.71098006974621,1.684816389219784,170.9,131.5964691977361,77.99102447052884,0.822353844974723,296.2836149916792,Strength,34.32117653209558,1.0263227587800814,2,Beginner,26.67188507015964
52,Female,66.60387037907591,1.9933848078402416,171.6,127.45164222031873,70.01507534398246,0.7050018100532373,470.6153620244554,Cardio,22.402540903803274,1.1510384284027644,3,Advanced,16.761665859507428
52,Male,64.7888358814417,1.6926246199691835,171.6,100.9147242839919,69.46073721845876,1.316599439471577,367.5798571359689,Strength,26.08235212857958,1.683208969047026,4,Intermediate,22.614077150586255
42,Male,71.41232000954747,1.9176437312275283,178.6,101.1740690228815,70.96931492723502,0.6168980407083641,140.54352912872014,Yoga,24.831494024937605,0.9786078263794528,3,Intermediate,19.41946639660774
47,Male,90.1484244157449,1.8328153490390104,175.1,120.3440406871157,71.71469871165817,0.9939814871308627,334.5675882230664,Strength,34.23084352737363,1.8448566959203971,1,Intermediate,26.836181114367825
32,Male,59.720708278432696,1.6566361890737076,185.6,127.88468580999644,74.42859078446492,0.5122030723180445,169.2552968979206,Strength,22.579351070773406,0.549980738176518,5,Intermediate,21.760589746042054
40,Male,52.482533274853694,1.831368857595665,180.0,96.49317313165993,66.39146134098954,1.4321182824836125,257.8100701564271,Yoga,20.10413604014745,1.581756510026863,2,Advanced,15.648155036839192
26,Female,70.06089439416273,1.6360245571843295,189.8,119.68710761641628,67.58915565981167,1.337490789002492,403.7623600381546,Strength,35.602169544236105,1.510857118052872,4,Beginner,26.175563551324725
27,Female,94.78257931636156,1.7975318860212306,189.1,122.5568443472708,71.46951175188575,0.9657001223188132,522.4146515228871,Strength,35.449094471647,1.2098255676954368,4,Beginner,29.334272161093253
42,Male,90.58239217667894,1.7812974151816852,178.6,103.24500128381337,69.90535191505394,1.1635373720167106,589.6369160244385,Strength,41.97730253563103,1.3745953964277133,2,Beginner,28.547685938234544
30,Female,85.11420703120163,1.671745629476552,187.0,113.23049842589052,58.19887428261435,0.5657086394283524,121.40092853643809,Yoga,39.82077810650367,0.8899716158489371,5,Advanced,30.455214625613564
21,Male,66.48421447836463,1.542660976759185,193.3,125.38843838141966,69.33543370994585,1.3974304098188841,547.0717747539255,Strength,28.656658252743007,1.899713826242398,2,Intermediate,27.93685761944689
40,Male,77.23508050350486,2.0071372359688784,180.0,97.47721051543846,69.0014325582619,1.2208130963105066,398.46877789673204,Yoga,24.267005453111743,1.338511591200677,5,Beginner,19.171693076298485
35,Male,95.44729653160059,1.6442468748566657,183.5,91.56109565246331,64.809758675589,1.0830415609696922,411.82784184555646,Yoga,40.252321763353535,0.8299712365314058,5,Advanced,35.30446069581818
40,Male,53.80463481987334,1.8256351569287381,180.0,101.31946315279775,66.23959175124801,1.2636057941597607,408.9945112067625,Strength,19.279058016119915,1.3936424872930684,1,Intermediate,16.143277306691363
34,Female,88.0461066034262,1.8846044207464718,184.2,118.33210784319202,74.67137480006893,1.1450541677693296,443.3301586027372,Strength,32.598070923628896,1.5606236049562752,1,Intermediate,24.789612904202663
38,Female,83.27795482964251,1.5870407014023673,181.4,122.77196685557064,76.93285079899583,0.5109958286584805,418.0670831624806,Cardio,42.62473857035029,1.0253686605359194,1,Intermediate,33.06388801542812
24,Female,72.62847764894703,1.851437006501813,191.2,112.45250984361788,74.41977974374106,0.546965966775055,209.32220234743474,Strength,23.59099369759212,0.3567108815030289,2,Beginner,21.18795592213997
57,Male,61.74333316703597,1.8841311919700134,168.1,111.49456759132333,70.11691244816768,0.6350012774212069,167.02924019615494,Strength,21.3069581030943,0.8685753589331554,3,Beginner,17.392731476421883
51,Male,69.71740524600614,1.7732676357913795,172.3,139.25610625817717,74.22756127683756,0.9954913162061985,560.1474884226872,Cardio,28.50287395408866,1.7627690440731432,1,Beginner,22.17137561410175
47,Female,92.16202803924628,1.573713307112896,175.1,132.59325876051616,71.15252371708068,1.4581707930039305,737.8279283544686,Strength,47.44698784127373,2.0542824785469445,3,Beginner,37.21352316951093
35,Male,95.32267758559874,1.7511348478976219,183.5,92.51197825568812,75.0859278909092,0.5441654377101002,234.4445087664297,Yoga,35.10371045711667,0.5134905904273631,2,Beginner,31.085442344544415
24,Male,72.68944926049902,1.7307220212761392,191.2,100.62134477317615,68.88720831260542,0.9551436850361561,213.81083214252317,Yoga,33.36256490788057,0.8381743925037017,5,Intermediate,24.267036270726887
20,Male,37.0599384011301,2.024187834026992,194.0,159.77948875210038,75.39453312350409,1.1616551750805415,364.9206752778361,Cardio,7.571550275633154,1.3786821826876,1,Intermediate,9.044885480940414
51,Female,72.42129943392364,1.8140903849409236,172.3,77.1288493203111,68.92716816032417,0.8982873839756356,188.98296583271267,Yoga,26.913076089759866,0.831397547801662,4,Beginner,22.00637300959576
47,Female,59.93788849871898,1.7365327245917401,175.1,123.44272474504406,71.19660730468762,1.4877223897360317,751.8225322390302,Cardio,23.354388236228253,2.023485205567904,1,Beginner,19.876297829723416
41,Male,75.81478329681354,1.7402900432596677,179.3,126.33400329625916,69.0013087431509,0.6203387620349959,392.3908199218367,Cardio,31.56401215885959,0.5682541882752312,5,Intermediate,25.032869021986002
26,Male,84.47169440300907,1.8071480696576985,189.8,153.38927948454563,77.86152652243713,0.9911863408686266,469.0330915062796,Strength,24.301802182528867,1.3096525022962806,3,Beginner,25.86566981625865
45,Male,80.01685184980538,1.7785865390724904,176.5,102.71828732667777,62.781892616493174,0.505082139818026,87.1091434448009,Yoga,30.47040740070441,0.5686461239054423,5,Intermediate,25.29481214744631
20,Female,83.17001166477584,1.853047342043583,194.0,139.0534515363927,74.55066263256074,1.021260312180415,376.29799328727694,Strength,25.558622493301836,1.3295307427344611,1,Advanced,24.22109274210583
59,Female,84.73064831384464,1.8882158991037528,166.7,81.01767427531777,70.37513552012246,1.3258167505647627,289.6253503578698,Yoga,30.002827842179308,1.328142935147293,3,Beginner,23.76496774124561
46,Female,77.86648602029855,1.7900412029238437,175.8,120.72155103514008,70.13930964446844,1.2798453951511437,927.3430373719046,Cardio,32.78817104549523,1.430267635272968,2,Intermediate,24.301021010979863
47,Male,77.91134989347461,1.7053566385449472,175.1,122.93395682240238,75.75570785409809,0.8458830569529567,274.59407866513396,Strength,30.570404931606483,1.1143524477599258,1,Beginner,26.789850911287797
28,Female,85.17449116788062,1.5464759759374496,188.4,110.43914012845724,73.35591140785748,1.027024096211862,233.71653213847515,Yoga,41.28411236153876,1.1078690084154512,1,Beginner,35.61419991941489
20,Male,78.64961496192548,1.7930840244333748,194.0,93.17407339734328,59.42342448722579,0.8119519904951304,211.64949816137377,Yoga,31.275196346891175,0.8894387618049162,4,Advanced,24.462189063141505
35,Male,112.73319311811338,1.81898632497963,183.5,123.06320288644659,68.53075888357453,0.5911644904061917,557.8640776379776,Cardio,38.9360391263928,0.9922934321655508,1,Beginner,34.07163230165268
41,Female,97.5155826000669,1.913811274954764,179.3,82.29688984240082,73.37952614806697,1.1515194668022648,362.43888803649645,Yoga,31.826409926092857,1.1251607799160719,1,Beginner,26.62415310573407
47,Female,79.92743055194724,1.6322103357019428,175.1,151.8759958217643,68.28314956578873,1.2570592676112233,1018.2754596567814,Cardio,35.03178405776029,2.122712077946972,3,Intermediate,30.001543912182434
39,Female,101.7243763563805,1.802488877866395,180.7,114.75259032009326,69.18750819974842,0.8506269312091808,594.748590090915,Cardio,36.72842065069939,1.4766496993569613,4,Beginner,31.309767941131046
32,Female,76.52646109481438,1.814084286126701,185.6,92.40983795602472,61.67790455725616,1.3962213026850383,360.33585328874784,Yoga,31.700330022265405,1.6176029575957163,5,Advanced,23.253948556161923
24,Male,89.25218206498248,1.7614533366215464,191.2,132.75684325882148,65.26089726557912,0.9386072164895384,428.0116011839178,Strength,41.009937515684854,0.9930823568865765,2,Advanced,28.76580668167553
53,Male,82.8425323205325,1.8554363548387203,170.9,113.8750326248904,66.77889998818426,0.5208611392915381,232.41413703496917,Strength,28.3495588161864,0.5571272131938242,3,Intermediate,24.063635598599582
46,Female,73.33899856378956,1.8591046102164668,175.8,103.25693914138445,66.65063202242176,1.4876495637360578,576.7484532521186,Strength,31.468152427841858,1.6392035034648327,5,Intermediate,21.219117600209543
19,Male,72.41059050088771,1.9280829212966641,194.7,122.1722031042753,73.15097981246002,1.4123633456166909,557.345451358519,Strength,24.578816238374653,1.53549024558559,3,Beginner,19.47828310158353
47,Male,96.66467375568517,1.6114414913517312,175.1,116.35247348008967,65.42333778702566,0.5973933925535522,326.592653599131,Strength,47.324590672442014,0.807558793151384,5,Intermediate,37.22534283931633
42,Male,90.70513761964972,1.6786383444259236,178.6,114.87918286154351,72.61421330187693,0.7370278571083362,623.9796068528344,Cardio,44.480803269198844,0.9093250175734966,1,Beginner,32.18975031261566
58,Male,56.10120050440266,1.9689750287809187,167.4,119.00710061418711,67.45404359677642,1.1055381576448828,552.2847175369593,Cardio,20.275824553362785,1.8139087059426184,1,Advanced,14.470773242985503
23,Female,67.25326587417277,1.733879153143013,191.9,84.72374247994675,68.63273156267132,0.7311309124276466,156.95269445302932,Yoga,31.991870361751506,0.8237333669265747,1,Advanced,22.370501948110643
37,Male,71.80296994999019,1.9471668750461817,182.1,97.92849860335814,76.24898302410745,0.7542245798974933,137.67637228650415,Yoga,23.00111938000286,0.8096238697478019,1,Beginner,18.938085046884034
25,Female,83.99991311887256,1.7620589933890711,190.5,106.26888111058052,65.06978074737152,0.6771497894473859,212.92169509649258,Yoga,39.67552983944487,0.7386145064106528,5,Beginner,27.05440256977504
25,Male,76.01247803812514,1.7051079172390204,190.5,132.92901622999267,60.770018475467005,0.8938644056541585,300.65110979148517,Strength,30.61631827370307,1.2842164412257786,4,Advanced,26.14454867008035
58,Male,71.33765047064027,1.8935181549190052,167.4,119.86401219310825,73.39226150486508,1.4013756495884442,485.2687409345373,Strength,26.814753041521406,1.7666545642112903,3,Beginner,19.89664515749901
38,Male,98.79560820238524,1.8838115216447682,181.4,123.26658717779502,65.52582295163108,1.0456868884954735,684.4669126391972,Cardio,34.34373907073809,1.7991178294464474,3,Intermediate,27.839584011899234
26,Male,84.33595305784932,1.8197737128149454,189.8,119.35117341942562,64.175204416308,1.3137662883195864,832.1614791870701,Cardio,23.31105838317341,1.6585126881217214,4,Advanced,25.467011399009067
40,Female,89.69116351251093,1.8354900379620709,180.0,132.08863944158628,67.7767857693603,1.1546930814313483,731.2780832837116,Cardio,31.661026336417493,1.7547292370032896,5,Intermediate,26.62230130924461
44,Male,77.69841226730217,1.6389961894908547,177.2,106.45045406920887,73.1760068590338,1.2161506742231936,452.4955623827111,Strength,31.801033629790297,1.5805939470146249,4,Beginner,28.923860383942994
30,Male,79.79672901213806,1.6898632356048786,187.0,127.40951671890681,69.56846268726412,1.305992549775158,435.95462969718346,Strength,33.94993674326713,1.9652591897846423,2,Intermediate,27.94357543111035
39,Female,64.47012468289867,1.7883971552546862,180.7,153.71766180090202,68.01129724734716,1.3398613028667203,671.8560412638672,Cardio,26.597365153485388,2.1120925253193255,2,Intermediate,20.157216915873608
56,Female,85.21509358112336,1.808667820853008,168.8,107.98340400885512,70.65856061284826,0.9728919656331821,342.0029893319715,Strength,29.039223963285107,1.390267551126611,2,Beginner,26.04947059729452
26,Female,66.79357053919348,1.63100549466343,189.8,101.80287509523973,70.99072000676597,1.1951445540475938,240.60785296211998,Yoga,31.03846717658626,1.113766240844938,3,Beginner,25.108675941331917
59,Female,71.94629459846458,1.7120872259012514,166.7,128.09534831095277,68.6054975358475,0.726656402226988,362.5479089681508,Cardio,29.553943712374537,0.9234737981536889,1,Beginner,24.544639499498025
38,Female,79.96320348321686,1.8201373064839224,181.4,127.53397623847471,68.00058688482677,0.8330019130581979,437.69774678672064,Strength,28.18281037656286,1.4847424385868098,5,Intermediate,24.13692171864919
25,Female,76.14008087118617,1.8058326912521723,190.5,127.63601512224838,72.5194911208136,0.9503709362581851,358.28520155905153,Strength,29.845570947645847,1.1143997372880001,1,Beginner,23.348463820770263
22,Female,76.09495133960036,1.7183591550305197,192.6,137.05712124273273,64.84023453914975,0.7570472664320799,370.7460268780932,Strength,30.05254610322882,0.9897789944428029,5,Advanced,25.770803619717448
19,Male,82.61986990368815,1.5663794626896703,194.7,116.86082208775431,73.16573581359289,1.2862759567570945,333.4009381708168,Yoga,33.00278405656281,1.5566613809640388,2,Beginner,33.673677336846445
52,Female,83.52661509384231,1.5206023659966414,171.6,81.82742680259837,75.29878233984448,0.9029801787651615,255.559602298763,Yoga,46.60625958384574,0.9546285667334325,1,Beginner,36.12381073862584
42,Male,70.49789573411263,1.9964877635857683,178.6,110.78021898946622,66.36075228601698,0.6463739921622491,189.01886065800542,Strength,22.81292469629103,0.791937512484105,5,Intermediate,17.6865386943507
30,Male,31.67593192210913,1.7986501643826203,187.0,98.94480686695348,68.3798079424005,1.1195879548978296,81.45481248123795,Yoga,10.058494965154047,1.1438301215413247,5,Beginner,9.79120170619423
26,Female,70.46295470267808,1.688659733645906,189.8,138.49306815629487,71.56351641329422,0.732645538562681,406.733944255884,Cardio,30.928247287926055,1.1925629786477452,4,Intermediate,24.710216755413562
52,Male,45.84018855772301,1.81735651431867,171.6,109.75847932689734,75.59914242125853,1.463822275482351,280.86586386428996,Strength,21.90282995578238,1.9145588451341233,5,Beginner,13.879254241376497
56,Male,74.53591504266564,1.6505893766957807,168.8,105.32954594323841,61.92082013526929,0.9760181293687665,374.0156098799937,Strength,32.201867161428545,1.0865549069415028,5,Intermediate,27.358198494070123
18,Female,51.01295270329481,1.8539904687396076,195.4,138.82515863622137,65.77983075086024,1.325132195928704,543.9388664743274,Cardio,17.437925656073443,2.1805173398589552,2,Advanced,14.841078682921834
36,Male,100.83192908527455,1.7588646697398012,182.8,111.36411647733362,68.77920575983963,0.5121084752348875,167.3526878557484,Yoga,36.197558394131825,0.8479301510932391,5,Intermediate,32.593667091386486
24,Male,68.22885513599041,1.6843105721028604,191.2,121.42253710974647,70.69183953705036,0.5826176634592687,238.6466853294071,Strength,28.226566829114613,0.7373386982026219,2,Beginner,24.05047923813966
42,Female,74.2071006856305,1.8462199354595117,178.6,105.88238555861429,73.36685607024334,1.0207681418342127,167.96318841609843,Yoga,26.730314532392686,1.2795231602540866,4,Beginner,21.771010710535872
42,Female,71.68119564621342,1.537048692588996,178.6,90.37202187688774,61.669560100333236,1.1714549348946433,289.4255829858108,Yoga,32.68525127055175,1.2867955170406913,5,Advanced,30.34100688819583
25,Female,86.01673550231482,1.8388598880330875,190.5,121.47294895305897,71.87439593377958,1.4373880664971188,945.126552426188,Cardio,28.57172010873044,1.7877041151445927,3,Intermediate,25.43815899175494
40,Female,60.39375528062886,1.8086364018755092,180.0,97.89885460905947,66.18216961505253,0.7975484513188206,170.0201146124924,Yoga,20.287813968929882,0.9486013301221642,1,Intermediate,18.46245712825191
59,Female,62.2421931868605,1.7290976742713975,166.7,93.663216928237,68.79971485275365,1.1159854502601791,331.7645672670105,Strength,29.34642479825078,1.0215458294379505,3,Advanced,20.81832738606296
48,Male,78.47269108943357,1.6393691818771658,174.4,125.01084795108748,57.445168449285966,1.3861957804650746,500.7586664765138,Strength,38.53820655161304,1.739046018984769,5,Beginner,29.198800648901685
37,Male,113.37298928502378,1.6948141854107552,182.1,132.01448217023966,70.12632985770362,0.9865976622437531,553.2352839646127,Strength,48.52146673094583,1.5353116967684293,5,Intermediate,39.46984465141071
55,Male,76.32610329437772,1.834832950037633,169.5,110.33855441372779,71.43259024316579,0.8281927536093115,246.0245858524274,Strength,27.77532938177181,1.170144319805381,4,Intermediate,22.671488227612016
34,Female,83.73146555202923,1.8721033695525353,184.2,123.387942088088,72.59592411597315,0.6844762531336394,446.5955662625084,Cardio,30.983168067225982,0.6098027839540202,4,Beginner,23.890709242898758
36,Female,68.82868541010944,1.7670298362162393,182.8,150.65585139398559,69.08624653739898,0.9351803992553568,591.0663243097038,Cardio,25.629585461688496,1.3665097386731828,5,Beginner,22.04355877737674
37,Female,74.72524710835724,1.7180992333247176,182.1,98.9830839532783,69.07087418614988,0.7756123386789454,216.6759029566664,Yoga,24.567949974003714,0.78516216150572,2,Beginner,25.314588481273386
26,Male,90.7958614952307,1.821408611295253,189.8,128.40712227166898,78.0999158958104,1.2718577261816213,965.6200323202305,Cardio,36.32159545550224,1.6220001225255622,2,Beginner,27.36851809969527
31,Male,74.92950893339741,1.7908345164394779,186.3,95.52012345949728,70.32815662768776,1.472005329631537,286.7579247482204,Yoga,25.6057054498215,1.6336452527051748,2,Beginner,23.3637189673872
34,Female,70.56688139780177,1.8648637349428716,184.2,120.37659465470404,71.95694654072987,0.5817253457467783,213.21623254745964,Strength,17.260585856817407,0.5445937790391597,1,Intermediate,20.291152636202437
56,Female,64.66156394674715,1.8444490972391197,168.8,84.26875653043332,68.55827808603586,0.9972559303146882,260.5539652694525,Yoga,23.6324054884288,1.0707087186987243,3,Beginner,19.006968555375202
45,Female,70.62283096626683,1.6662680920668609,176.5,117.44345742646159,62.310427573910026,0.5271674212255598,326.19381911067023,Cardio,27.603320154438133,0.697987666811665,2,Advanced,25.436383648863803
40,Male,71.92079588707531,1.6686645352211082,180.0,132.65357714022412,68.8398112316133,1.0775933658811576,755.8892080415893,Cardio,30.419965157468816,1.430577174684475,3,Intermediate,25.829524610073946
37,Female,65.34675251523807,1.761772121738091,182.1,106.07735205467252,68.58988245274348,0.7769044873778089,112.83709520331543,Yoga,26.15816056305945,1.0806256609468758,3,Advanced,21.053511544939248
54,Female,92.13577715961189,1.664065971630069,170.2,118.08633745945879,59.31281941555936,1.479782457854522,563.2426129582543,Strength,40.75835282002378,1.9113356328962863,5,Advanced,33.2726371405927
52,Male,56.119025261054844,1.6242788725142463,171.6,139.28273273164245,62.47252513195111,0.9711678989328146,405.45806489894477,Cardio,24.03017282089794,1.7802349282492795,3,Advanced,21.271049997896064
43,Female,83.20100352302069,1.8340620026504553,177.9,99.19292690032863,70.07127599096107,0.9503509789054126,241.28865410183715,Yoga,33.41278124212439,1.048205593444398,5,Beginner,24.734352036971202
32,Male,61.44447208904808,1.8725132348167874,185.6,83.44847584225802,70.97307784516481,1.1863271966860975,175.77169986549396,Yoga,19.501203667248323,1.2479858816025289,2,Intermediate,17.523991157253928
20,Female,81.49092898695277,1.7164020490427054,194.0,157.58966582792598,69.04172354897675,1.2660647765353026,947.0509115589025,Cardio,32.46968257602855,2.179689113514776,5,Beginner,27.66121294990349
44,Female,49.426821688015146,1.9399881934895216,177.2,81.57364885163693,58.66902637740085,1.4768003285106595,212.0523486110846,Yoga,14.453953867010938,1.5282913290059081,3,Advanced,13.133017137844021
20,Female,82.42819429686168,1.8343414309396,194.0,87.94231219771241,71.16598826065288,1.372753839566128,368.00008444233606,Yoga,29.672165717757604,0.9048019941646439,1,Advanced,24.49714290067677
28,Male,59.194763712804686,1.7203732556491118,188.4,113.37732320280371,63.79659123526242,1.4028949951919873,279.97264069810416,Yoga,26.20335229145851,1.4914302504786061,4,Intermediate,20.00036522064502
